"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","4331","Inicio de sesión exitoso con usuario estándar","","Fri Jun 06 23:25:56 GMT-05:00 2025","passed","Fri Jun 06 23:26:00 GMT-05:00 2025","","","",""
